Feed Name,Feed ID,Feed Type,Active Status,Feed Description,Feed Scope Description,Assessment Status,Server Name,Schema Name,Table Name,Reporting Usages,Feed Source EONID,Feed Source Name,Feed Folder,Feed Arrival SLA,System EONID,Authorized Re-Distributer,Data Concept,Boundary,Authority Aligned,Entity Scope,Product Mapping,Feed Priority,Control Owner,Feed Instance,Sourcing Method,Feed Arrival ETA,Business Owner,Tech Owner,Primary IT Contact
Omni Taps Transactions,53,Feed,Active,"​Omni accounts are used to recorded inter company trades within the Morgan Stanley group.  Omni trades can be booked at a TAPS and GL level.
The data will be provided by Wise based on the following constraint:  Internal Rel Hist Lvl 3 = OMNI; Component Level is Settlement Date 
 ","All Morgan Stanley entities globally including their subsidiaries and branches where Omni activity is booked.
Three data feeds will be taken from Wise and amalgamated using the following process: 
* All transactions within the TAPS feed should be rolled up based on the following fields: Company Code, GL Account, Cost Centre, Internal Rel 2, Currency, MX Amount and USD Amount.  The MX values and the USD values should be summed when aggregation occurs. 
* Based on the aggregated result set, add in the GL Transactions where the TAPS fed account indicator is shown as Y to the existing Company, GL Account, Cost Centre, Internal 2, Currency, MX and USD amounts.  If these records do not appear on the  
* From the GL Balances data set, enrich the aggregated data sets with the following information: Counterparty Code, Counterparty ID and Counterparty Name based on GL Company Code, GL Account, Cost Centre and Internal Rel 2.   
* From the GL Balances data set, only add in the records where the TAPS Fed account indicator is N. 
* This processed output should then be used in the liquidity calculation.   ",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_OMNI_TAPS_TRANS,5G;6G;ALMM;LCR - US;LCR -UK;Liquidity Snapshot;PRA110;ILST;ILST - UK;RFM;SSMLT;Asset Encumbrance;NSFR U.S.,52130,Finance Data Warehouse,omni_taps,04:30 LNT,12659.0,,Trade Date Account Balance,​TAPS Omni trades,Yes,MSBNA/MSPBNA,Payables & Receivables,High,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",Atsushi Hara (Primary); Stephen Kuster (Secondary)
Fails,57,Feed,Active,"
SafeMetrics obtains pending transactions from Safe Global Settlements and determines if the contractual settlement date has passed.","

Fails for ISG where Fails are booked for all product typesexcept OTC",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_FAILS,LCR -UK;PRA110;SSMLT,6866,SafeMetrics,femr,05:18 LNT,12659.0,,"
Intended Settlement","Div: ISG, Fails",Yes,MSBNA/MSPBNA,Fails,High,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Letters of Credit,58,Feed,Active,"​This feed will contain the contractual cash flows, which are related to Morgan Stanley’s letters of credit business line.  
Letter of Credit is defined as a letter from Morgan Stanley guaranteeing that a buyer's payment to a seller will be received on time and for the correct amount.  In the event that the buyer is unable to make payment on the purchase, the bank will be required to cover the full or remaining amount of the purchase.  
 
Letters of credit are often used in international transactions to ensure that payment will be received. Due to the nature of international dealings including factors such as distance, differing laws in each country and difficulty in knowing each party personally, the use of letters of credit has become a very important aspect of international trade. The bank also acts on behalf of the buyer (holder of letter of credit) by ensuring that the supplier will not be paid until the bank receives a confirmation.   ",,Proposed for Deco,nyqd_lmfr_ate,LIQUIDITY,HUB_LETTERS_OF_CREDIT,LCR -UK;ILST,7312,Global Creditor Relations LC (Letter of Credit),glocs_liqhub,06:45 LNT,12659.0,,​Position,"​LC, Documentary LC, Standby LC",Yes,,"Guarantees, Off Balance Sheet (incl. Commitments)",High,None,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Cross Currency Cashflows,59,Feed,Active,"​All OTC and Listed Derivatives are required to be sourced across FID, EQUITY,  Commodities, Prime Brokerage and PWM/ GWM globally.","cross-currency exchanges/fees including notional exchange at close and at maturity, and FX payments. ",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_CROSS_CURRENCY_CASHFLOWS,ALMM;SSMLT,52310,WISE Warehouse,xccy_cashflows,04:30 LNT,12659.0,   ,"Actual Settlement Date Account Balance
Allocated Trade Contract","cross-currency exchanges/fees including notional exchange at close and at maturity, and FX payments",Yes,,Derivatives - OTC,High,FSS-Data Services,,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
PWM Margin Lending,62,Feed,Active,​The data feed will not include type 5 listed derivatives accounts as these are not margined in RTM. It will not contain the OTC derivative accounts as these are not held in RTM but they will be in the EGTS feeds.,All Morgan Stanley entities globally including their subsidiaries and branches where there is PWM margin lending activity.  ,Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_PWM_MARGIN_LENDING,ALMM;LCR -UK,5736,RTM -- Portfolio Margin,pwm_rtm,11:33 LNT,12659.0,,"Collateral Position, Collateral Balance, colllateral Value","Div:ISG(PB)​, client, non-derivative",Yes,,Core Margin Lending (WM),High,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
FX Cashflows Fwd,64,Feed,Active,Trade details for FX Cash Forwards,ISG Only,Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_FX_CASHFLOWS_FWD,5G;6G;ALMM;ILST,12754,DerivOne,fx_open_fwd,01:31 LNT,12659.0,,​Allocated Trade Contract,FX Cash Forwards,Yes,MSBNA,Derivatives - OTC,High,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
FX Cashflows Spot,65,Feed,Active,​FX spot trades,ISG Only,Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_FX_CASHFLOWS_SPOT,5G;6G;ALMM;ILST,12754,DerivOne,fx_open_spot,01:31 LNT,12659.0,,​Allocated Trade Contract,FX Cash​ Spots,Yes,MSBNA,Derivatives - OTC,High,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
MS Issued Securities,67,Feed,Active,"
Identifies if the security has been issued by Morgan Stanley.",,Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_MS_ISSUED_SECURITIES,Reference Feed (No Direct Reporting Usage),3203,LEXI,edg_msissue,22:36 LNT,12659.0,​PRISM and LEXI,​Product to Party Linkage,"
​Bonds, Securitized derivative(Structured Notes equity, credit),equity, credit, OTC Deriv, IR Swap",Yes,,Reference Data,,None,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Physical Commodities,56,Feed,Active,"FSA Liquidity data requirements for OTC and Listed Derivatives for all Physical Commodities including Oil, Electricity, Precious Metals and Natural Gas. ",All Morgan Stanley entities globally including their subsidiaries and branches where physical commodities are booked.,Proposed for Deco,nyqd_lmfr_ate,,,,52310,WISE Warehouse,phys_comm,09:00 LNT,12659.0,,Actual Settlement Date Account Balance,OTC and Listed derivative : ​Physical Commodity,Yes,,Derivatives - OTC,Medium,None,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Eligible Securities - BOE,69,Feed,Active,"

It provides essential details about all securities accepted
as collateral by the ECB",BOE,Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_ELIGIBLE_SECURITIES_BOE,ALMM;ALMM C66,3372,FID1,edg_boe,23:00 LNT,12659.0,,​Eligible Collateral,​BOE,Yes,,Reference Data,,None,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Eligible Securities - ECB,70,Feed,Active,"


​It provides essential details about all securities accepted
as collateral by the ECB",ECB,Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_ELIGIBLE_SECURITIES_ECB,ALMM;ALMM C66,3372,FID1,edg_ecb,23:00 LNT,12659.0,,​Eligible Collateral,​BOE and ECB,Yes,,Reference Data,,None,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Stock Loan - BRM,71,Feed,Active,"
 All Stock Loan transactions booked on Morgan Stanley entities globally. Data is required for stock loan transactions on a trade date basis i.e. settlement date transactions plus pending / forward starting transactions. Feed must include the cash leg and security leg of financing transactions.","


All Morgan Stanley entities globally including their subsidiaries and branches where Repo and Stock Loan trades are booked.This feed covers trades booked SBUA, SBUD, T3Tand T3Collateral. The feed is generated using NY Close of business data for all region.
Used in UK OOFA",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_STOCK_LOAN_PART,5G;6G;ALMM;LCR - US;LCR -UK;PRA110;RLST;OoFA;ILST;ILST - UK;UK OoFA;RFM;SSMLT;Asset Encumbrance;NSFR U.S.,17823,BRM Metrics and Reporting,brm_sl_new_version,07:30 LNT,12659.0,,1) Allocated Trade Contract 2) Market Value 3) Collateral Value,Repurchase Agreement / Securities Lending,Yes,None,Secured Funding Transactions (SFT),Critical,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Index Lists,72,Manual,Active,Name of the equity index which the underlying stock is traded upon.,,Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_INDEX,5G;6G;LCR -UK;NSFR U.S.,12659,LiquityHub,index,23:30 LNT,12659.0,,,,,,Reference Data,,None,,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Index Constituents,73,Feed,Active,"
Market Indices provide benchmark measures for assessing performance, and also serve as the underlying component for many derivatives.","
ETFs and indexes",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_INDEX_CONSTITUENTS,5G;6G;LCR -UK;NSFR U.S.,3258,Datalink (SRD),,09:00 LNT,12659.0,​P2,​Financial Market Index,​Corporate Equity (ETFs and indexes),Yes,,Reference Data,,None,,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
EEA States,74,Manual,Active,​List of European Economic Area members.  Manually maintained in LH,,Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_EEA_STATES,Reference Feed (No Direct Reporting Usage),12659,LiquityHub,eea_states,23:30 LNT,12659.0,,​Credit Rating,,,,Reference Data,,None,,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Off Bal Sheet Com and Guarantees,76,Manual,Active,​Off Balance Sheet commitments (ie the amounts that a firm has provided as committed lines of credit) are included in the Enhanced Mismatch Report within Part 8 and reported to the FSA.  This includes both lines the firm has provided and those provided to the firm.,,Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_OFF_BALANCE_SHEET,5G;6G;LCR - US;LCR -UK;NSFR U.S.,Manual,Manual,off_bal_sheet,11:00 LNT,12659.0,,,,,MSBNA/MSPBNA,Loans,High,FSS-Data Services; FSS-Liquidity Reporting,,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Repos - BRM,79,Feed,Active,"

This feed provides all open and forward starting Repoand Financing Equity Total Return Swaps trades booked on MS entities globally. The repo trade data is sourced from T3 and the collateral information is sourced from T3Collateral and SBUA. The Equity TRS (Total Return Swap) trades are sourced from SUMMIT. The feed links trades to collateral, where a trade is vs cash, the cash will be attributed to underlying collateral. More details on the feed are available here :http://wiki-eu.ms.com/BRMMetrics/LiquidityHubRepoFeed","
All open and forward starting Repo and Financing TRS(Total Return Swap)  trades and associated collateral (cash and non-cash). The feed is generated using NY Close of business data from T3/T3Collateral and SBUA for all regions, for Equity TRS(Total Return Swap) , the data is sourced fromEquitySwaps on a regional close basis.
Used in UK OOFA",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_REPOS_BRM,5G;6G;ALMM;IRRBB;LCR - US;LCR -UK;Liquidity Snapshot;PRA110;RLST;OoFA;ILST;ILST - UK;UK OoFA;RFM;SSMLT;Asset Encumbrance;NSFR U.S.,17823,BRM Metrics and Reporting,old: brm_repo_new    |  new:  brm_repo_new_version,07:15 LNT,12659.0,,​1) Allocated Trade Contract 2) Collateral Value 3) Market Value,​Product Type - Repo,Yes,MSBNA/MSPBNA,Secured Funding Transactions (SFT),Critical,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",Obert Wood (BRM)
Tender Option Bonds,80,Feed,Active,"​The Tender Option Bonds is a tax advantageous trust structure that provides leverage to municipal bond investors by issuing floating rate securities. It contains data that links customers, issuers, collaterals and floating rate related information. The Cygnus/MuniTrustServer system allows the Municipal Funding desk to structure Muni floaters and inverse floaters from any given set of collaterals (bullet, corporate and FRN). It providesfidmath calculated information or ref data feed to various internal systems such as Collateral Management, Liquidity Hub, Risk1 and CEED.:","The feed will contain all tender option bonds. For CFP, only those where Morgan Stanley is the liquidity provider arerequired. Keyattribute is the residual floater share and liquidity shortfall (Collateral net liquidity).",Proposed for Deco,nyqd_lmfr_ate,LIQUIDITY,HUB_TENDER_OPTION_BONDS,5G;6G;LCR - US;ILST,3614,MuniTrust,munitrust,02:30 LNT,12659.0,,"
​Allocated Trade Contract",Securitized Interest Rate Derivative,Yes,MSBNA,Inventory - Trading Securities,High,FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Equity Swap Bridge Collateral,81,Feed,Active,"

The equity swaps bridge collateral data is to be sourced in the Liquidity Hub for regulatory and internal liquidity reporting as a result of a data gap identified in the OTC Collateral Feed Arranging maintains a list of PB/IPB bridge collateral accounts in a MF table (maintained by Ops team).
Arranging splits the Libra balance for the bridge accounts into IM & VM components based on the margin requirements calculated in RTM.","
Div: PB+IPB Prod Type: Equity Swaps, Credit Derivatives and OTC Options for PB; Equity Swaps for IPB (IA only). Currently all equity bridge swaps positions and collateral are booked on 0111 (MS Capital Services Inc), 0201 (MS & Co Inc) and 0302 (MS International Plc) and 5745 (MSCAP). ",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_EQUITY_SWAP_BRIDGE_COLLATERAL,5G;6G;LCR - US;LCR -UK;PRA110;SSMLT,5713,Arranging,equity_swap_new,T - 16:15 LNT,12659.0,,Collateral Balance,"(PB+IPB, equity swap bridge)",Yes,None,Derivatives - OTC,High,FSS-Data Services; FSS-Liquidity Reporting,,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Non Dated Capital Resources,75,Feed,Active,"Non-dated capital resources, which do not have a specific maturity date. 
This data will be based on the financials view and will not contain any Regulatory Controller adjustments. 
> Non dated capital resources will include the following items: 
o Ordinary Share Capital 
o Share Premium Account 
o Capital Redemption Reserves 
o Other Reserves 
o Non Cumulative Preference Shares 
o Cumulative translation adjustments 
o Retained Earnings 
> Data will only be updated for fx movements. ",,Proposed for Deco,nyqd_lmfr_ate,,,,Manual,Manual,non_dated_cap,11:00 LNT,12659.0,,,,,,TBD,High,FSS-Data Services,,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
