Report Table Group,Report Table Name,Report Table ID,Reporting Class,Server Name,Schema Name,Table Name,Products,Feed ID,Feed Name,Source Report Table Name,Logic
6G - Product,6G - Supplemental -  Derivatives & Collateral - Variation Margin Received,RT-6G-SDC-10,6G,nyqd_lmfr_ate,,,Variation Margin Received,25; 81; 149; 150,Derivatives Collateral; Equity Swap Bridge Collateral; Equity Swap Bridge Collateral naa; Libra Exchange Collateral,6G - Order of Allocation - House VM Received,"OOFA Source is “House VM Received” (App C-III)
When Use in (“CLIENT_DEPOT”, “UNENC_TREASURY_SEC_POOL”, “UNENC_INVESTMENT_PORTFOLIO”, “UNENC_IP_FHLB”, “UNENC_IP_FRB”, “UNENC_DEFUNDED”, “UNENC_FIRM”, “UNENC_OVERBORROW”, “UNENC_CENTRAL_BANK_PREPOSITIONED”, “UNENC”) and Feed ID is 25, “S.DC.10.1.1”, else when Feed ID not 25, “S.DC.10.1.2”, else when Use not listed above and Feed ID is 25, “S.DC.10.2.1”, else “S.DC.10.2.2”

Derivatives Collateral Feed, where Flow Ind is “R” and P I Flag is “P”, 

S.DC.10.3.1, S.DC.10.4.1, S.DC.10.5.1
(Counterparty Account Business Definition not like (%OTC CLEARED - FIRM%, %OTC CLEARED - CLIENT%, %VARIATION MARGIN%, %INITIAL MARGIN%, %GUARANTEED FUNDS%), Counterparty Account General Usage not like “Banking/Clearing/Exchange”, EGTS Division in (“Swaps”, “FX”, “Commodities”, “Equity Derivatives”, “Securitized Products Group”) and Counterparty Account not in (“027AAZBF4”, “027SBDOU6”, “027X000B3”, “027X000U1”, “027AAZBE7”, “027X000A5”, “027X000V9”, “027XAABK8”)

S.DC.10.3.2, S.DC.10.4.2, S.DC.10.5.2
(Counterparty Account Business Definition like %OTC CLEARED - CLIENT%) and Counterparty Account General Usage is “Banking/Clearing/Exchange” and Counterparty Account not in (“027AAZBF4”, “027SBDOU6”, “027X000B3”, “027X000U1”, “027AAZBE7”, “027X000A5”, “027X000V9”, “027XAABK8”)

S.DC.10.3.3, S.DC.10.4.3, S.DC.10.5.3
(EGTS Division = “Swaps Cleared” or Cost Centre Level 6 = “OTC CLIENT CLEARING”), Counterparty Account General Usage like “%Customer%” and Counterparty Account not in (“027AAZBF4”, “027SBDOU6”, “027X000B3”, “027X000U1”, “027AAZBE7”, “027X000A5”, “027X000V9”, “027XAABK8”)

Equity Swap Bridge Collateral or Equity Swap Bridge Collateral naa Feed, where Margin Type is “VM”, Collateral TAPS Account not in (“04FA00897”, “04FA01960”, “04FA07611”) and Flow Ind is “R”
Libra Exchange Collateral Feed, where Counterparty Account Business Definition like %OTC CLEARED - FIRM%, Counterparty Account General Usage is “Banking/Clearing/Exchange”, Collateral Type is “VM”, TAPS Trading Account not in (“0980ALTG0”, “0980SABM1”, “098TUIMC8”, “097011233”, “039CIA412”, “0909000C6”, “0909036C4”, “081100737”, “081102220”, “097060ZX8”, “097A00J10”, “097A00YO3”, “097KABY99”, “097KABZA5”, “097NMAN03”) and Flow Ind is “R”"
6G - Product,6G - Supplemental -  Foreign Exchange - Forwards and Futures,RT-6G-SFX-2,6G,nyqd_lmfr_ate,,,Forwards and Futures,64; 65; 177; 234,FX Cashflows Fwd; FX Cashflows Spot; Cross Currency IR Swaps; FX open options,,"FX Cashflows Spot Feed, where Trade Delivery Type in (“REG”, “NULL”) and Maturity Date > Trade Date + 2 Business Days

FX Cashflows Fwd Feed, where Trade Delivery Type in (“REG”, “NULL”)

FX Open Options, where (SUB PRODUCT not in (“average_basket”, “basket_channel”, “best_worst_basket”, “bin_double_knockout”, “bin_knockout”, “bin_rev_knockout”, “binary”, “binary_note”, “capped_varswap”, “cash_settled_fwd”, “channel”, “compound_portfolio”, “delayed_settle_binary”, “discrete_binary”, “double_average_basket”, “double_no_touch”, “dual_bin”, “eko_basket”, “etf”, “etf_basket”, “etn_fwd”, “etn_spot”, “fva”, “inverse”) or DELIVERABLE INDICATOR not “N”) AND ((EXCS TYPE is “E” and EXPIRY SETTLE DT > TRADE DT + 2 Business Days) OR EXPIRY DT > TRADE DT + 2 Business Days)

Cross Currency IR Swaps Feed, where Trade Type not in (“FormulaTrade”, “Generic”), (Maturity Date > Reporting Date OR Has Notional Schedule is “Y”), (Buy Currency Initial Exchange Ind is “N” and Sell Currency Initial Exchange Ind is “Y” OR Buy Currency Initial Exchange Ind is “Y” and Sell Currency Initial Exchange Ind is “N”) and Maturity Date less Trade Date > 2 days"
6G - Product,6G - Supplemental -  Foreign Exchange - Spot,RT-6G-SFX-1,6G,nyqd_lmfr_ate,,,Spot,65; 177; 234,FX Cashflows Spot; Cross Currency IR Swaps; FX open options,,"FX Cashflows Spot Feed, where Trade Delivery Type in (“REG”, “NULL”) and Maturity Date <= Trade Date + 2 Business Days
FX Open Options, where (SUB PRODUCT not in (“average_basket”, “basket_channel”, “best_worst_basket”, “bin_double_knockout”, “bin_knockout”, “bin_rev_knockout”, “binary”, “binary_note”, “capped_varswap”, “cash_settled_fwd”, “channel”, “compound_portfolio”, “delayed_settle_binary”, “discrete_binary”, “double_average_basket”, “double_no_touch”, “dual_bin”, “eko_basket”, “etf”, “etf_basket”, “etn_fwd”, “etn_spot”, “fva”, “inverse”) or DELIVERABLE INDICATOR not “N”) AND ((EXCS TYPE is “E” and EXPIRY SETTLE DT <= TRADE DT + 2 Business Days) OR EXPIRY DT <= TRADE DT + 2 Business Days)
Cross Currency IR Swaps Feed, where Trade Type not in (“FormulaTrade”, “Generic”), (Maturity Date > Reporting Date OR Has Notional Schedule is “Y”), (Buy Currency Initial Exchange Ind is “N” and Sell Currency Initial Exchange Ind is “Y” OR Buy Currency Initial Exchange Ind is “Y” and Sell Currency Initial Exchange Ind is “N”) and Maturity Date less Trade Date <= 2 days"
6G - Product,6G - Supplemental -  Foreign Exchange - Swaps,RT-6G-SFX-3,6G,nyqd_lmfr_ate,,,Swaps,177; 234,Cross Currency IR Swaps; FX open options,,"Cross Currency IR Swaps Feed, where Trade Type not in (“FormulaTrade”, “Generic”), Initial Exchange Ind is “Y”, Final Exchange Ind is “Y” and (Maturity Date > Reporting Date OR (Has Notional Schedule is “Y” and Sourced Rownum = 1))"
6G - Product,6G - Supplemental -  Informational Items - FRB 23A Capacity,RT-6G-SI-5,6G,nyqd_lmfr_ate,,,FRB 23A Capacity,,Manual,,Manual Product
6G - Product,6G - Supplemental -  Informational Items - Gross Client Wires Paid,RT-6G-SI-4,6G,nyqd_lmfr_ate,,,Gross Client Wires Paid,164,PB Wires,,"PB Wires feed, where Market Value MX < 0"
6G - Product,6G - Supplemental -  Informational Items - Gross Client Wires Received,RT-6G-SI-3,6G,nyqd_lmfr_ate,,,Gross Client Wires Received,164,PB Wires,,"PB Wires, where Market Value MX > 0"
6G - Product,6G - Supplemental -  Informational Items - Long Market Value Client Assets,RT-6G-SI-1,6G,nyqd_lmfr_ate,,,Long Market Value Client Assets,166; 172,PB Trade Date Positions; WM Client Assets,,"PB Trade Date Positions Feed, where Market Value MX > 0
WM Client Assets Feed, where Long Short Flag is “Long”"
6G - Product,6G - Supplemental -  Informational Items - Short Market Value Client Assets,RT-6G-SI-2,6G,nyqd_lmfr_ate,,,Short Market Value Client Assets,166; 172,PB Trade Date Positions; WM Client Assets,,"PB Trade Date Positions Feed, where Market Value MX < 0
WM Client Assets Feed, where Long Short Flag is “Short”"
6G - Product,6G - Supplemental -  Liquidity Risk Measurement - Additional Funding Requirement for Off‐Balance Sheet Rehypothecated Assets,RT-6G-SL-9,6G,nyqd_lmfr_ate,,,Additional Funding Requirement for Off‐Balance Sheet Rehypothecated Assets,,Manual Trapped Liquidity Dataset,6G - Order of Allocation - Client Long PB; 6G - Order of Allocation - Firm Long; 6G - Order of Allocation - On BS Asset Exchange Borrow; 6G - Order of Allocation - PDS Long; 6G - Order of Allocation - Reverse Repo; 6G - Order of Allocation - Stock Borrow,"Where OOFA Source in (“Reverse Repo”, “Stock Borrow”, “PDS Long”, “Firm Long”, “Client Long PB”, “On BS AE Borrow”)
Scenario 1: Cash Trades (collateral does not go through AE)
Source on BS = N 
Use on BS = Y 
Through AE = N 
Use Maturity = >6m 
Scenario 2: Non-Cash Trades (collateral goes through AE)
Ultimate Source on BS = N 
Ultimate Source = Y
Ultimate Use on BS = Y 
Through AE = Y 
Ultimate Use Maturity = >6m
AE on BS = N 
Scenario 3: Non-Cash Trades (collateral goes through AE).
Ultimate Source on BS = N 
Ultimate Source = Y
Use on BS = Y 
Through AE = Y 
Use Maturity = >6m
AE on BS = Y"
6G - Product,6G - Supplemental -  Liquidity Risk Measurement - Non-Structured Debt Maturing in Greater than 30-days – Primary Market Maker,RT-6G-SL-4,6G,nyqd_lmfr_ate,,,Non-Structured Debt Maturing in Greater than 30-days – Primary Market Maker,191; 268,Unsecured Debt Manual; Long Term Debt - BTB,,"Long Term Debt BTB [where Funding Type not “Deposits”] and Unsecured Debt Manual Feed, where Structure Type (App C-VI) is “Vanilla” and Days Until Calculated Maturity (App C-VI) > 30"
6G - Product,6G - Supplemental -  Liquidity Risk Measurement - Structured Debt Maturing in Greater than 30-days – Primary Market Maker,RT-6G-SL-5,6G,nyqd_lmfr_ate,,,Structured Debt Maturing in Greater than 30-days – Primary Market Maker,191; 268,Unsecured Debt Manual; Long Term Debt - BTB,,"Long Term Debt BTB [where Funding Type not “Deposits”] and Unsecured Debt Manual Feed, where Structure Type (App C-VI) is not “Vanilla” and Days Until Calculated Maturity (App C-VI) > 30"
6G - Product,6G - Supplemental -  Liquidity Risk Measurement - Subsidiary Funding Available for Transfer,RT-6G-SL-8,6G,nyqd_lmfr_ate,,,Subsidiary Funding Available for Transfer,,Manual Trapped Liquidity Dataset,,Excess ASF after Trapped ASF from S.L.7
6G - Product,6G - Supplemental -  Liquidity Risk Measurement - Subsidiary Funding That Cannot Be Transferred,RT-6G-SL-7,6G,nyqd_lmfr_ate,,,Subsidiary Funding That Cannot Be Transferred,,Manual Trapped Liquidity Dataset,,Manual Trapped Calculation (LR1 System)
6G - Product,6G - Supplemental -  Liquidity Risk Measurement - Subsidiary Liquidity Available for Transfer,RT-6G-SL-2,6G,nyqd_lmfr_ate,,,Subsidiary Liquidity Available for Transfer,,Manual Trapped Liquidity Dataset,,Excess HQLA after Trapped Liquidity from Manual Trapped Liquidity Dataset
6G - Product,6G - Supplemental -  Liquidity Risk Measurement - Subsidiary Liquidity That Cannot be Transferred,RT-6G-SL-1,6G,nyqd_lmfr_ate,,,Subsidiary Liquidity That Cannot be Transferred,,Manual Trapped Liquidity Dataset,,Manual Trapped Liquidity Dataset
